Id,alpha
272804,1
272805,4
272806,4
272807,2
272808,2
272809,4
272810,2
272811,1
272812,1
272813,2
272814,3
272815,1
272816,3
272817,3
272818,1
272819,2
272820,4
272821,2
272822,2
272823,4
272824,2
272825,2
272826,1
272827,1
272828,1
272829,1
272830,1
272831,2
272832,2
272833,4
272834,3
272835,1
272836,3
272837,1
272838,2
272839,1
272840,1
272841,2
272842,2
272843,3
272844,2
272845,2
272846,2
272847,1
272848,2
272849,2
272850,2
272851,3
272852,2
272853,2
272854,4
272855,4
272856,2
272857,1
272858,1
272859,3
272860,1
272861,2
272862,2
272863,1
272864,2
272865,2
272866,1
272867,2
272868,2
272869,2
272870,2
272871,1
272872,2
272873,2
272874,3
272875,2
272876,2
272877,2
272878,1
272879,4
272880,4
272881,2
272882,2
272883,4
272884,2
272885,1
272886,4
272887,2
272888,3
272889,2
272890,2
272891,3
272892,1
272893,2
272894,2
272895,2
272896,2
272897,2
272898,2
272899,2
272900,2
272901,2
272902,1
272903,1
272904,1
272905,4
272906,1
272907,1
272908,2
272909,2
272910,1
272911,2
272912,2
272913,2
272914,2
272915,2
272916,3
272917,1
272918,1
272919,2
272920,2
272921,3
272922,2
272923,2
272924,1
272925,2
272926,2
272927,2
272928,2
272929,2
272930,3
272931,4
272932,2
272933,2
272934,2
272935,3
272936,4
272937,2
272938,2
272939,4
272940,1
272941,4
272942,2
272943,1
272944,2
272945,4
272946,2
272947,2
272948,2
272949,3
272950,2
272951,4
272952,2
272953,2
272954,3
272955,3
272956,1
272957,1
272958,1
272959,2
272960,2
272961,4
272962,2
272963,2
272964,1
272965,1
272966,4
272967,2
272968,2
272969,2
272970,3
272971,2
272972,2
272973,3
272974,4
272975,2
272976,4
272977,4
272978,1
272979,3
272980,1
272981,4
272982,1
272983,2
272984,4
272985,4
272986,4
272987,4
272988,1
272989,4
272990,3
272991,1
272992,4
272993,1
272994,3
272995,4
272996,4
272997,1
272998,2
272999,2
273000,1
273001,2
273002,3
273003,2
273004,2
273005,4
273006,2
273007,3
273008,3
273009,3
273010,2
273011,1
273012,4
273013,4
273014,4
273015,4
273016,2
273017,2
273018,3
273019,2
273020,4
273021,3
273022,2
273023,1
273024,2
273025,2
273026,3
273027,4
273028,2
273029,1
273030,2
273031,4
273032,2
273033,3
273034,4
273035,1
273036,2
273037,2
273038,2
273039,1
273040,1
273041,2
273042,4
273043,2
273044,2
273045,2
273046,1
273047,2
273048,2
273049,2
273050,2
273051,2
273052,1
273053,1
273054,1
273055,4
273056,3
273057,4
273058,3
273059,2
273060,1
273061,4
273062,3
273063,2
273064,3
273065,4
273066,2
273067,3
273068,1
273069,2
273070,2
273071,2
273072,3
273073,3
273074,2
273075,3
273076,1
273077,1
273078,2
273079,2
273080,2
273081,1
273082,2
273083,1
273084,1
273085,2
273086,2
273087,2
273088,2
273089,4
273090,2
273091,1
273092,2
273093,2
273094,3
273095,3
273096,1
273097,3
273098,2
273099,3
273100,3
273101,4
273102,4
273103,2
273104,4
273105,4
273106,3
273107,2
273108,1
273109,4
273110,4
273111,4
273112,3
273113,4
273114,3
273115,2
273116,2
273117,4
273118,2
273119,2
273120,4
273121,1
273122,2
273123,3
273124,4
273125,4
273126,2
273127,2
273128,4
273129,1
273130,4
273131,1
273132,2
273133,4
273134,2
273135,2
273136,3
273137,1
273138,2
273139,2
273140,2
273141,3
273142,2
273143,2
273144,1
273145,3
273146,3
273147,3
273148,2
273149,1
273150,2
273151,4
273152,2
273153,2
273154,2
273155,1
273156,2
273157,2
273158,4
273159,2
273160,2
273161,1
273162,1
273163,2
273164,2
273165,1
273166,2
273167,2
273168,3
273169,2
273170,4
273171,2
273172,2
273173,3
273174,2
273175,2
273176,2
273177,2
273178,2
273179,4
273180,4
273181,2
273182,1
273183,3
273184,2
273185,2
273186,2
273187,2
273188,1
273189,3
273190,4
273191,1
273192,2
273193,1
273194,2
273195,2
273196,4
273197,1
273198,4
273199,4
273200,3
273201,3
273202,2
273203,3
273204,3
273205,4
273206,2
273207,2
273208,2
273209,4
273210,2
273211,2
273212,4
273213,2
273214,2
273215,1
273216,2
273217,2
273218,2
273219,4
273220,1
273221,2
273222,1
273223,4
273224,4
273225,1
273226,2
273227,2
273228,1
273229,2
273230,3
273231,2
273232,2
273233,3
273234,2
273235,2
273236,2
273237,2
273238,1
273239,4
273240,2
273241,3
273242,3
273243,3
273244,2
273245,3
273246,1
273247,2
273248,2
273249,2
273250,3
273251,2
273252,4
273253,2
273254,4
273255,1
273256,2
273257,4
273258,4
273259,2
273260,3
273261,2
273262,4
273263,2
273264,2
273265,1
273266,2
273267,1
273268,2
273269,1
273270,2
273271,4
273272,4
273273,2
273274,2
273275,2
273276,2
273277,1
273278,1
273279,4
273280,4
273281,3
273282,3
273283,2
273284,2
273285,1
273286,4
273287,4
273288,1
273289,4
273290,2
273291,3
273292,1
273293,4
273294,2
273295,2
273296,2
273297,3
273298,2
273299,1
273300,4
273301,3
273302,2
273303,3
273304,1
273305,1
273306,2
273307,3
273308,2
273309,2
273310,4
273311,1
273312,3
273313,2
273314,2
273315,2
273316,2
273317,4
273318,1
273319,3
273320,2
273321,2
273322,4
273323,4
273324,4
273325,1
273326,4
273327,3
273328,2
273329,2
273330,2
273331,2
273332,2
273333,4
273334,1
273335,4
273336,1
273337,2
273338,4
273339,4
273340,3
273341,2
273342,3
273343,2
273344,4
273345,2
273346,2
273347,2
273348,3
273349,1
273350,2
273351,1
273352,2
273353,3
273354,2
273355,1
273356,2
273357,1
273358,2
273359,3
273360,2
273361,2
273362,2
273363,2
273364,3
273365,1
273366,2
273367,3
273368,2
273369,2
273370,1
273371,1
273372,3
273373,2
273374,1
273375,1
273376,1
273377,1
273378,2
273379,2
273380,2
273381,3
273382,2
273383,2
273384,2
273385,2
273386,4
273387,4
273388,2
273389,4
273390,3
273391,1
273392,3
273393,4
273394,2
273395,2
273396,2
273397,3
273398,2
273399,2
273400,4
273401,2
273402,4
273403,3
273404,2
273405,3
273406,2
273407,4
273408,1
273409,2
273410,1
273411,2
273412,2
273413,1
273414,2
273415,2
273416,2
273417,2
273418,2
273419,3
273420,2
273421,2
273422,2
273423,1
273424,3
273425,1
273426,3
273427,4
273428,2
273429,1
273430,4
273431,2
273432,1
273433,2
273434,2
273435,2
273436,2
273437,2
273438,4
273439,1
273440,2
273441,3
273442,4
273443,2
273444,3
273445,2
273446,2
273447,2
273448,3
273449,1
273450,4
273451,4
273452,4
273453,1
273454,2
273455,2
273456,3
273457,2
273458,4
273459,4
273460,3
273461,2
273462,1
273463,2
273464,4
273465,3
273466,3
273467,2
273468,2
273469,1
273470,4
273471,2
273472,2
273473,2
273474,2
273475,2
273476,2
273477,4
273478,2
273479,2
273480,1
273481,4
273482,3
273483,1
273484,2
273485,2
273486,2
273487,3
273488,2
273489,4
273490,2
273491,3
273492,4
273493,2
273494,2
273495,2
273496,2
273497,2
273498,4
273499,3
273500,2
273501,2
273502,2
273503,2
273504,2
273505,2
273506,2
273507,1
273508,2
273509,1
273510,2
273511,1
273512,3
273513,2
273514,2
273515,4
273516,1
273517,2
273518,2
273519,1
273520,2
273521,1
273522,1
273523,1
273524,2
273525,3
273526,2
273527,2
273528,4
273529,1
273530,3
273531,2
273532,3
273533,1
273534,2
273535,2
273536,1
273537,2
273538,2
273539,2
273540,4
273541,2
273542,1
273543,2
273544,2
273545,2
273546,1
273547,4
273548,4
273549,2
273550,2
273551,2
273552,2
273553,2
273554,2
273555,2
273556,3
273557,4
273558,2
273559,2
273560,1
273561,4
273562,2
273563,2
273564,2
273565,2
273566,1
273567,2
273568,3
273569,3
273570,2
273571,2
273572,2
273573,1
273574,2
273575,3
273576,2
273577,2
273578,1
273579,2
273580,2
273581,2
273582,4
273583,1
273584,1
273585,1
273586,1
273587,3
273588,1
273589,2
273590,2
273591,1
273592,3
273593,4
273594,3
273595,2
273596,2
273597,3
273598,2
273599,2
273600,2
273601,3
273602,2
273603,3
273604,1
273605,4
273606,4
273607,1
273608,4
273609,2
273610,2
273611,2
273612,3
273613,2
273614,1
273615,1
273616,1
273617,2
273618,4
273619,2
273620,2
273621,4
273622,2
273623,3
273624,2
273625,3
273626,3
273627,2
273628,2
273629,2
273630,3
273631,2
273632,3
273633,4
273634,2
273635,4
273636,1
273637,3
273638,2
273639,2
273640,2
273641,2
273642,2
273643,2
273644,1
273645,2
273646,3
273647,1
273648,1
273649,1
273650,2
273651,2
273652,2
273653,4
273654,1
273655,2
273656,2
273657,4
273658,2
273659,2
273660,3
273661,3
273662,1
273663,2
273664,1
273665,3
273666,2
273667,2
273668,4
273669,1
273670,2
273671,2
273672,2
273673,1
273674,3
273675,4
273676,4
273677,2
273678,4
273679,4
273680,2
273681,1
273682,1
273683,3
273684,2
273685,2
273686,3
273687,1
273688,3
273689,4
273690,4
273691,1
273692,2
273693,2
273694,3
273695,2
273696,2
273697,2
273698,1
273699,1
273700,4
273701,4
273702,4
273703,2
273704,4
273705,4
273706,2
273707,1
273708,2
273709,4
273710,2
273711,3
273712,4
273713,2
273714,1
273715,3
273716,1
273717,3
273718,2
273719,2
273720,3
273721,2
273722,2
273723,1
273724,3
273725,4
273726,2
273727,4
273728,1
273729,3
273730,1
273731,1
273732,2
273733,2
273734,3
273735,4
273736,1
273737,2
273738,2
273739,1
273740,1
273741,2
273742,2
273743,2
273744,2
273745,2
273746,3
273747,2
273748,2
273749,2
273750,1
273751,3
273752,2
273753,2
273754,2
273755,1
273756,1
273757,2
273758,1
273759,2
273760,2
273761,2
273762,1
273763,2
273764,1
273765,2
273766,3
273767,2
273768,2
273769,4
273770,2
273771,1
273772,2
273773,2
273774,4
273775,1
273776,2
273777,2
273778,1
273779,2
273780,3
273781,2
273782,4
273783,2
273784,2
273785,3
273786,2
273787,3
273788,1
273789,3
273790,4
273791,2
273792,2
273793,2
273794,2
273795,1
273796,1
273797,3
273798,2
273799,2
273800,4
273801,3
273802,2
273803,1
273804,4
273805,2
273806,4
273807,3
273808,2
273809,2
273810,2
273811,2
273812,2
273813,2
273814,4
273815,4
273816,1
273817,2
273818,2
273819,3
273820,3
273821,4
273822,4
273823,2
273824,4
273825,2
273826,2
273827,2
273828,1
273829,2
273830,2
273831,1
273832,3
273833,2
273834,1
273835,1
273836,4
273837,4
273838,2
273839,2
273840,2
273841,2
273842,1
273843,2
273844,2
273845,2
273846,2
273847,2
273848,4
273849,4
273850,3
273851,2
273852,2
273853,3
273854,2
273855,1
273856,1
273857,2
273858,2
273859,2
273860,2
273861,1
273862,2
273863,3
273864,3
273865,4
273866,2
273867,2
273868,1
273869,2
273870,1
273871,4
273872,4
273873,3
273874,2
273875,1
273876,1
273877,2
273878,2
273879,4
273880,2
273881,2
273882,3
273883,1
273884,2
273885,2
273886,1
273887,3
273888,2
273889,1
273890,1
273891,3
273892,2
273893,1
273894,3
273895,1
273896,3
273897,2
273898,3
273899,1
273900,2
273901,2
273902,3
273903,3
273904,3
273905,1
273906,2
273907,2
273908,1
273909,2
273910,2
273911,2
273912,3
273913,4
273914,1
273915,3
273916,4
273917,1
273918,2
273919,4
273920,2
273921,1
273922,3
273923,4
273924,4
273925,2
273926,3
273927,2
273928,1
273929,2
273930,2
273931,4
273932,3
273933,3
273934,3
273935,2
273936,2
273937,2
273938,2
273939,2
273940,2
273941,2
273942,2
273943,1
273944,2
273945,2
273946,3
273947,2
273948,4
273949,2
273950,1
273951,2
273952,3
273953,3
273954,2
273955,1
273956,2
273957,2
273958,1
273959,2
273960,2
273961,2
273962,4
273963,2
273964,4
273965,2
273966,2
273967,4
273968,4
273969,4
273970,2
273971,2
273972,1
273973,4
273974,4
273975,1
273976,2
273977,2
273978,1
273979,2
273980,1
273981,4
273982,3
273983,2
273984,1
273985,1
273986,2
273987,2
273988,1
273989,2
273990,2
273991,3
273992,4
273993,1
273994,4
273995,4
273996,4
273997,3
273998,2
273999,3
274000,2
274001,2
274002,4
274003,3
274004,3
274005,2
274006,2
274007,2
274008,3
274009,2
274010,2
274011,3
274012,4
274013,2
274014,3
274015,2
274016,1
274017,2
274018,3
274019,2
274020,4
274021,1
274022,1
274023,2
274024,4
274025,2
274026,3
274027,2
274028,3
274029,1
274030,1
274031,4
274032,3
274033,2
274034,1
274035,2
274036,3
274037,1
274038,3
274039,1
274040,2
274041,2
274042,2
274043,1
274044,2
274045,4
274046,2
274047,2
274048,4
274049,4
274050,4
274051,3
274052,4
274053,3
274054,4
274055,3
274056,3
274057,2
274058,1
274059,1
274060,1
274061,2
274062,3
274063,3
274064,2
274065,4
274066,4
274067,1
274068,2
274069,2
274070,2
274071,2
274072,2
274073,3
274074,2
274075,1
274076,3
274077,2
274078,3
274079,1
274080,2
274081,4
274082,4
274083,2
274084,2
274085,1
274086,2
274087,2
274088,2
274089,3
274090,1
274091,2
274092,1
274093,3
274094,2
274095,2
274096,2
274097,2
274098,1
274099,2
274100,2
274101,2
274102,4
274103,1
274104,1
274105,2
274106,2
274107,1
274108,3
274109,4
274110,2
274111,2
274112,2
274113,2
274114,2
274115,1
274116,2
274117,1
274118,2
274119,2
274120,2
274121,3
274122,3
274123,2
274124,1
274125,2
274126,2
274127,2
274128,4
274129,2
274130,2
274131,2
274132,1
274133,2
274134,2
274135,2
274136,3
274137,2
274138,4
274139,2
274140,1
274141,4
274142,2
274143,2
274144,4
274145,2
274146,4
274147,1
274148,1
274149,2
274150,1
274151,1
274152,1
274153,1
274154,3
274155,3
274156,4
274157,2
274158,2
274159,2
274160,1
274161,1
274162,2
274163,3
274164,3
274165,4
274166,2
274167,2
274168,2
274169,2
274170,4
274171,4
274172,3
274173,2
274174,2
274175,2
274176,3
274177,4
274178,1
274179,2
274180,2
274181,3
274182,4
274183,2
274184,2
274185,2
274186,2
274187,1
274188,4
274189,4
274190,4
274191,1
274192,2
274193,3
274194,2
274195,1
274196,3
274197,1
274198,1
274199,2
274200,2
274201,2
274202,2
274203,2
274204,2
274205,2
274206,2
274207,1
274208,4
274209,2
274210,2
274211,2
274212,4
274213,2
274214,4
274215,3
274216,4
274217,4
274218,2
274219,4
274220,4
274221,3
274222,2
274223,2
274224,1
274225,1
274226,4
274227,2
274228,1
274229,2
274230,2
274231,4
274232,3
274233,3
274234,2
274235,4
274236,2
274237,3
274238,2
274239,1
274240,4
274241,3
274242,2
274243,2
274244,3
274245,3
274246,4
274247,2
274248,2
274249,2
274250,3
274251,4
274252,2
274253,4
274254,2
274255,4
274256,1
274257,3
274258,3
274259,2
274260,4
274261,4
274262,2
274263,2
274264,2
274265,4
274266,2
274267,2
274268,1
274269,1
274270,3
274271,2
274272,4
274273,1
274274,2
274275,4
274276,2
274277,2
274278,1
274279,1
274280,2
274281,3
274282,2
274283,1
274284,1
274285,4
274286,2
274287,1
274288,2
274289,2
274290,2
274291,3
274292,2
274293,4
274294,2
274295,4
274296,1
274297,2
274298,1
274299,2
274300,3
274301,2
274302,2
274303,4
274304,2
274305,4
274306,1
274307,2
274308,3
274309,3
274310,1
274311,1
274312,3
274313,1
274314,4
274315,1
274316,2
274317,2
274318,2
274319,4
274320,3
274321,1
274322,2
274323,4
274324,2
274325,2
274326,4
274327,3
274328,4
274329,2
274330,2
274331,1
274332,4
274333,2
274334,2
274335,4
274336,4
274337,3
274338,1
274339,4
274340,2
274341,2
274342,1
274343,2
274344,2
274345,1
274346,1
274347,1
274348,3
274349,2
274350,4
274351,3
274352,1
274353,2
274354,1
274355,2
274356,3
274357,2
274358,2
274359,4
274360,4
274361,3
274362,4
274363,3
274364,2
274365,2
274366,1
274367,1
274368,3
274369,1
274370,1
274371,1
274372,1
274373,2
274374,1
274375,3
274376,2
274377,2
274378,4
274379,4
274380,1
274381,4
274382,2
274383,1
274384,1
274385,4
274386,3
274387,2
274388,2
274389,2
274390,2
274391,1
274392,2
274393,3
274394,2
274395,2
274396,4
274397,4
274398,2
274399,2
274400,2
274401,2
274402,3
274403,1
274404,1
274405,4
274406,4
274407,3
274408,2
274409,1
274410,1
274411,3
274412,3
274413,2
274414,2
274415,2
274416,1
274417,4
274418,2
274419,1
274420,4
274421,2
274422,2
274423,4
274424,2
274425,2
274426,1
274427,2
274428,2
274429,4
274430,2
274431,4
274432,4
274433,2
274434,3
274435,4
274436,1
274437,1
274438,2
274439,2
274440,3
274441,3
274442,2
274443,4
274444,2
274445,2
274446,1
274447,2
274448,2
274449,1
274450,4
274451,1
274452,2
274453,4
274454,1
274455,2
274456,3
274457,3
274458,1
274459,1
274460,2
274461,3
274462,2
274463,3
274464,2
274465,2
274466,1
274467,1
274468,2
274469,4
274470,2
274471,2
274472,3
274473,1
274474,2
274475,2
274476,3
274477,2
274478,1
274479,3
274480,3
274481,1
274482,2
274483,2
274484,2
274485,1
274486,2
274487,2
274488,4
274489,2
274490,2
274491,2
274492,4
274493,2
274494,3
274495,2
274496,2
274497,1
274498,4
274499,2
274500,2
274501,1
274502,3
274503,2
274504,4
274505,3
274506,4
274507,2
274508,2
274509,1
274510,2
274511,1
274512,2
274513,1
274514,3
274515,2
274516,2
274517,2
274518,2
274519,2
274520,2
274521,2
274522,4
274523,2
274524,2
274525,3
274526,3
274527,2
274528,2
274529,2
274530,2
274531,2
274532,1
274533,3
274534,2
274535,4
274536,2
274537,1
274538,1
274539,2
274540,2
274541,3
274542,4
274543,2
274544,2
274545,4
274546,2
274547,3
274548,2
274549,4
274550,2
274551,2
274552,1
274553,2
274554,2
274555,1
274556,2
274557,4
274558,2
274559,2
274560,1
274561,4
274562,4
274563,2
274564,2
274565,4
274566,2
274567,2
274568,3
274569,3
274570,2
274571,3
274572,3
274573,2
274574,2
274575,2
274576,4
274577,2
274578,1
274579,3
274580,1
274581,1
274582,2
274583,4
274584,2
274585,2
274586,2
274587,2
274588,2
274589,3
274590,2
274591,3
274592,4
274593,3
274594,1
274595,2
274596,1
274597,2
274598,1
274599,4
274600,4
274601,2
274602,1
274603,2
274604,2
274605,2
274606,2
274607,2
274608,2
274609,2
274610,2
274611,3
274612,2
274613,3
274614,1
274615,4
274616,2
274617,2
274618,2
274619,3
274620,2
274621,4
274622,2
274623,1
274624,4
274625,1
274626,4
274627,1
274628,1
274629,3
274630,4
274631,4
274632,2
274633,3
274634,1
274635,1
274636,3
274637,2
274638,2
274639,1
274640,2
274641,1
274642,4
274643,2
274644,2
274645,1
274646,3
274647,2
274648,3
274649,4
274650,2
274651,2
274652,1
274653,4
274654,4
274655,4
274656,4
274657,1
274658,3
274659,1
274660,2
274661,3
274662,2
274663,4
274664,1
274665,3
274666,2
274667,2
274668,2
274669,2
274670,1
274671,2
274672,3
274673,4
274674,2
274675,2
274676,2
274677,1
274678,3
274679,1
274680,2
274681,1
274682,2
274683,2
274684,2
274685,3
274686,2
274687,2
274688,1
274689,3
274690,1
274691,1
274692,2
274693,2
274694,2
274695,2
274696,4
274697,4
274698,3
274699,1
274700,2
274701,3
274702,4
274703,4
274704,4
274705,2
274706,2
274707,1
274708,2
274709,2
274710,1
274711,3
274712,2
274713,3
274714,2
274715,4
274716,1
274717,4
274718,2
274719,1
274720,1
274721,1
274722,1
274723,1
274724,3
274725,2
274726,3
274727,2
274728,4
274729,2
274730,1
274731,2
274732,3
274733,2
274734,1
274735,4
274736,2
274737,1
274738,2
274739,2
274740,2
274741,2
274742,2
274743,2
274744,3
274745,2
274746,1
274747,3
274748,3
274749,2
274750,1
274751,2
274752,2
274753,2
274754,2
274755,2
274756,3
274757,1
274758,2
274759,4
274760,3
274761,2
274762,2
274763,1
274764,3
274765,2
274766,2
274767,4
274768,1
274769,3
274770,2
274771,2
274772,3
274773,2
274774,3
274775,2
274776,1
274777,2
274778,4
274779,1
274780,3
274781,1
274782,2
274783,2
274784,2
274785,2
274786,1
274787,2
274788,4
274789,3
274790,1
274791,1
274792,2
274793,4
274794,2
274795,2
274796,1
274797,2
274798,1
274799,1
274800,2
274801,4
274802,3
274803,2
274804,2
274805,2
274806,2
274807,1
274808,1
274809,2
274810,1
274811,2
274812,2
274813,2
274814,2
274815,1
274816,2
274817,2
274818,4
274819,3
274820,4
274821,3
274822,2
274823,2
274824,3
274825,2
274826,3
274827,2
274828,2
274829,1
274830,2
274831,2
274832,3
274833,4
274834,3
274835,1
274836,4
274837,2
274838,3
274839,2
274840,2
274841,1
274842,3
274843,2
274844,4
274845,2
274846,3
274847,1
274848,1
274849,1
274850,2
274851,4
274852,3
274853,2
274854,1
274855,2
274856,4
274857,3
274858,2
274859,1
274860,2
274861,2
274862,1
274863,2
274864,4
274865,2
274866,2
274867,3
274868,4
274869,3
274870,2
274871,3
274872,2
274873,2
274874,2
274875,4
274876,1
274877,2
274878,2
274879,2
274880,2
274881,4
274882,2
274883,4
274884,1
274885,2
274886,4
274887,3
274888,3
274889,2
274890,4
274891,2
274892,2
274893,1
274894,1
274895,3
274896,3
274897,2
274898,2
274899,2
274900,1
274901,4
274902,3
274903,2
274904,1
274905,2
274906,1
274907,1
274908,2
274909,1
274910,2
274911,2
274912,4
274913,2
274914,4
274915,2
274916,2
274917,2
274918,2
274919,2
274920,1
274921,2
274922,1
274923,2
274924,2
274925,2
274926,2
274927,3
274928,2
274929,2
274930,3
274931,2
274932,2
274933,1
274934,2
274935,4
274936,4
274937,1
274938,2
274939,3
274940,3
274941,2
274942,3
274943,1
274944,2
274945,4
274946,1
274947,2
274948,2
274949,3
274950,4
274951,2
274952,1
274953,2
274954,2
274955,4
274956,3
274957,2
274958,4
274959,2
274960,2
274961,2
274962,1
274963,2
274964,1
274965,2
274966,2
274967,1
274968,2
274969,2
274970,2
274971,2
274972,2
274973,1
274974,4
274975,1
274976,3
274977,3
274978,2
274979,2
274980,2
274981,2
274982,2
274983,3
274984,4
274985,2
274986,1
274987,2
274988,2
274989,1
274990,1
274991,2
274992,2
274993,2
274994,1
274995,1
274996,2
274997,2
274998,4
274999,3
275000,2
275001,4
275002,2
275003,1
275004,2
275005,1
275006,4
275007,3
275008,3
275009,4
275010,4
275011,2
275012,2
275013,2
275014,1
275015,4
275016,2
275017,1
275018,2
275019,4
275020,1
275021,2
275022,2
275023,3
275024,4
275025,4
275026,3
275027,2
275028,3
275029,1
275030,2
275031,3
275032,4
275033,2
275034,1
275035,1
275036,3
275037,1
275038,4
275039,2
275040,2
275041,2
275042,2
275043,1
275044,1
275045,1
275046,2
275047,4
275048,1
275049,4
275050,4
275051,2
275052,2
275053,1
275054,2
275055,1
275056,2
275057,2
275058,3
275059,3
275060,1
275061,2
275062,3
275063,2
275064,2
275065,1
275066,3
275067,2
275068,2
275069,4
275070,2
275071,2
275072,2
275073,2
275074,3
275075,4
275076,1
275077,2
275078,3
275079,2
275080,2
275081,3
275082,2
275083,2
275084,2
275085,2
275086,3
275087,4
275088,1
275089,2
275090,3
275091,2
275092,4
275093,4
275094,4
275095,4
275096,2
275097,3
275098,1
275099,2
275100,4
275101,2
275102,4
275103,2
275104,1
275105,1
275106,4
275107,3
275108,4
275109,1
275110,1
275111,2
275112,2
275113,1
275114,1
275115,4
275116,3
275117,4
275118,3
275119,1
275120,3
275121,2
275122,3
275123,1
275124,2
275125,1
275126,2
275127,2
275128,2
275129,3
275130,2
275131,1
275132,1
275133,2
275134,1
275135,1
275136,2
275137,3
275138,2
275139,2
275140,4
275141,3
275142,4
275143,1
275144,3
275145,1
275146,2
275147,2
275148,2
275149,2
275150,2
275151,2
275152,1
275153,4
275154,2
275155,3
275156,2
275157,3
275158,2
275159,2
275160,2
275161,1
275162,2
275163,2
275164,2
275165,2
275166,2
275167,1
275168,3
275169,2
275170,1
275171,2
275172,3
275173,1
275174,2
275175,2
275176,1
275177,2
275178,2
275179,2
275180,1
275181,2
275182,2
275183,2
275184,3
275185,2
275186,2
275187,3
275188,1
275189,2
275190,3
275191,3
275192,1
275193,4
275194,2
275195,4
275196,1
275197,4
275198,1
275199,4
275200,2
275201,2
275202,2
275203,2
275204,2
275205,1
275206,2
275207,4
275208,2
275209,1
275210,3
275211,2
275212,1
275213,3
275214,2
275215,1
275216,4
275217,3
275218,1
275219,3
275220,4
275221,4
275222,2
275223,1
275224,1
275225,2
275226,3
275227,4
275228,2
275229,1
275230,2
275231,1
275232,2
275233,4
275234,2
275235,4
275236,3
275237,2
275238,2
275239,2
275240,1
275241,2
275242,1
275243,2
275244,4
275245,1
275246,4
275247,2
275248,2
275249,2
275250,3
275251,1
275252,1
275253,2
275254,4
275255,2
275256,1
275257,2
275258,3
275259,3
275260,2
275261,2
275262,2
275263,1
275264,2
275265,1
275266,1
275267,1
275268,2
275269,2
275270,2
275271,4
275272,2
275273,3
275274,1
275275,3
275276,3
275277,2
275278,3
275279,3
275280,2
275281,4
275282,2
275283,1
275284,3
275285,4
275286,1
275287,2
275288,2
275289,2
275290,2
275291,2
275292,2
275293,2
275294,2
275295,2
275296,2
275297,4
275298,1
275299,2
275300,2
275301,4
275302,2
275303,1
275304,3
275305,4
275306,2
275307,1
275308,3
275309,3
275310,4
275311,3
275312,2
275313,2
275314,2
275315,4
275316,2
275317,2
275318,2
275319,2
275320,3
275321,2
275322,2
275323,3
275324,3
275325,1
275326,1
275327,2
275328,2
275329,2
275330,2
275331,4
275332,3
275333,2
275334,4
275335,2
275336,1
275337,1
275338,2
275339,3
275340,4
275341,2
275342,1
275343,2
275344,2
275345,3
275346,3
275347,3
275348,3
275349,2
275350,3
275351,3
275352,3
275353,1
275354,4
275355,3
275356,2
275357,3
275358,1
275359,3
275360,3
275361,2
275362,4
275363,2
275364,2
275365,2
275366,1
275367,2
275368,3
275369,3
275370,2
275371,3
275372,1
275373,2
275374,2
275375,3
275376,2
275377,4
275378,2
275379,1
275380,3
275381,3
275382,2
275383,4
275384,1
275385,1
275386,4
275387,2
275388,2
275389,2
275390,1
275391,2
275392,1
275393,2
275394,1
275395,2
275396,1
275397,2
275398,2
275399,3
275400,2
275401,1
275402,1
275403,4
275404,2
275405,2
275406,4
275407,1
275408,2
275409,1
275410,3
275411,4
275412,2
275413,3
275414,3
275415,1
275416,2
275417,3
275418,2
275419,4
275420,1
275421,1
275422,4
275423,3
275424,2
275425,2
275426,2
275427,4
275428,2
275429,4
275430,4
275431,2
275432,2
275433,2
275434,2
275435,1
275436,2
275437,2
275438,2
275439,2
275440,2
275441,1
275442,2
275443,2
275444,1
275445,4
275446,4
275447,4
275448,4
275449,1
275450,3
275451,1
275452,2
275453,2
275454,2
275455,2
275456,1
275457,3
275458,4
275459,2
275460,2
275461,4
275462,3
275463,2
275464,2
275465,4
275466,2
275467,2
275468,1
275469,2
275470,2
275471,2
275472,1
275473,3
275474,2
275475,2
275476,2
275477,4
275478,1
275479,2
275480,2
275481,4
275482,2
275483,3
275484,2
275485,2
275486,1
275487,1
275488,4
275489,4
275490,2
275491,1
275492,3
275493,1
275494,3
275495,4
275496,2
275497,2
275498,4
275499,4
275500,1
275501,2
275502,1
275503,2
275504,2
275505,2
275506,4
275507,3
275508,1
275509,3
275510,2
275511,3
275512,2
275513,2
275514,2
275515,2
275516,2
275517,2
275518,2
275519,2
275520,2
275521,4
275522,2
275523,1
275524,2
275525,2
275526,2
275527,2
275528,2
275529,2
275530,3
275531,4
275532,2
275533,2
275534,3
275535,3
275536,1
275537,3
275538,4
275539,2
275540,4
275541,2
275542,2
275543,2
275544,2
275545,2
275546,2
275547,2
275548,2
275549,1
275550,1
275551,1
275552,2
275553,2
275554,2
275555,2
275556,2
275557,2
275558,2
275559,2
275560,1
275561,1
275562,4
275563,1
275564,4
275565,2
275566,2
275567,2
275568,2
275569,1
275570,2
275571,2
275572,1
275573,2
275574,1
275575,4
275576,4
275577,4
275578,2
275579,2
275580,3
275581,2
275582,2
275583,1
275584,2
275585,3
275586,2
275587,1
275588,4
275589,1
275590,3
275591,3
275592,2
275593,2
275594,3
275595,1
275596,4
275597,2
275598,1
275599,2
275600,4
275601,2
